"Title","PMID","Year","Month","Title_trunc","DOI","Abstract","Full_Author_Name","Author_Address","Language","Publication_Type","Journal_name_short","Conflict_of_Interest_Statement","Label","...15"
"Gambling in mild-moderate alcohol-dependent outpatients.","11863275",2002,"Jan","Gambling in mild-moderate alcohol-dependent outpatients.",NA,"There is a growing interest in the comorbidity of ""substance use disorder"" and ","Sellman, J Douglas; Adamson, Simon; Robertson, Paul; Sullivan, Sean; Coverdale, John","National Centre for Treatment Development, Alcohol, Drugs and Addiction, ","eng","Journal Article; Research Support, Non-U.S. Gov't","Subst Use Misuse",NA,"Substance use & misuse","gambling"
"[Pathological gambling].","11875893",2001,"Jun","[Pathological gambling].",NA,NA,"Fekjaer, H O",NA,"nor","Editorial","Tidsskr Nor Laegeforen",NA,"Tidsskrift for den Norske laegeforening : tidsskrift for praktisk medicin, ny ","gambling"
"Pathological gambling. Identification and treatment.","11905284",2002,"Mar","Pathological gambling. Identification and treatment.",NA,"1. Social gamblers view gambling as a form of entertainment or recreation and ","Ozga, Don; Brown, John","Adult Therapy Unit, Regina Mental Health Clinic, Third Floor, 2110 Hamilton ","eng","Journal Article; Review","J Psychosoc Nurs Ment Health Serv",NA,"Journal of psychosocial nursing and mental health services","gambling"
"Nurse behavioural psychotherapy and pathological gambling: an Australian perspective.","11933405",2000,"Aug","Nurse behavioural psychotherapy and pathological gambling: an Australian ",NA,"Nurses have been employed as behavioural psychotherapists for over 25 years. The ","Tolchard, B; Battersby, M","Centre for Anxiety and Related Disorders, Flinders Medical Centre, Bedford Park, ","eng","Case Reports; Journal Article","J Psychiatr Ment Health Nurs",NA,"Journal of psychiatric and mental health nursing","gambling"
"Disordered gambling among university-based medical and dental patients: a focus on Internet gambling.","11934091",2002,"Mar","Disordered gambling among university-based medical and dental patients: a focus ",NA,"The authors evaluated gambling behaviors, including Internet gambling, among ","Ladd, George T; Petry, Nancy M","Department of Psychiatry, University of Connecticut Health Center, Farmington ","eng","Journal Article; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, P.H.S.","Psychol Addict Behav",NA,"Psychology of addictive behaviors : journal of the Society of Psychologists in ","gambling"
"Mother-bingo bonding: screening for gambling addiction in the neonatal intensive care unit.","11954546",2000,"Oct","Mother-bingo bonding: screening for gambling addiction in the neonatal intensive ",NA,"As the prevalence of gambling increases in society, problem or pathologic ","Christensen, M H; Patsdaughter, C A; St Germain, M","Northeastern University School of Nursing, 408 Robinson Hall, Boston, MA 02115, ","eng","Journal Article; Review","Neonatal Netw",NA,"Neonatal network : NN","gambling"
"Frontal lobe dysfunction in pathological gambling patients.","11958785",2002,"Feb","Frontal lobe dysfunction in pathological gambling patients.",NA,"BACKGROUND: Limited data are available about the validity of the diagnosis of ","Cavedini, Paolo; Riboldi, Giovanna; Keller, Roberto; D'Annucci, Arcangela; Bellodi, Laura","Department of Neuropsychiatric Sciences, San Raffaele Scientific Institute, ","eng","Journal Article","Biol Psychiatry",NA,"Biological psychiatry","gambling"
"Comorbid mental disorders among the patients with alcohol abuse and dependence in Korea.","11961310",2002,"Apr","Comorbid mental disorders among the patients with alcohol abuse and dependence in ",NA,"This study investigated the patterns of alcohol disorder comorbidity with other ","Cho, Maeng Je; Hahm, Bong-Jin; Suh, Tongwoo; Suh, Guk-Hee; Cho, Seong-Jin; Lee, Chung Kyoon","Department of Psychiatry, Seoul National University College of Medicine, Seoul, ","eng","Journal Article","J Korean Med Sci",NA,"Journal of Korean medical science","gambling"
"Drugs can trigger pathological gambling.","11985369",2002,"Feb","Drugs can trigger pathological gambling.",NA,"Dopaminergic drugs can trigger pathological gambling in patients with Parkinson's ",NA,NA,"eng","Journal Article","Prescrire Int",NA,"Prescrire international","gambling"
"Compulsive gambling: a women's health risk.","11998309",2000,"Oct","Compulsive gambling: a women's health risk.",NA,NA,"Millius, A","Baker University School of Nursing, USA.","eng","Journal Article","Kans Nurse",NA,"The Kansas nurse","gambling"
"Impulse control disorders and depression.","12011611",2002,"May","Impulse control disorders and depression.",NA,"This study assessed the frequency of impulse control disorders (ICDs) and their ","Lejoyeux, Michel; Arbaretaz, Marie; McLoughlin, Mary; Ades, Jean","Department of Psychiatry, Louis Mourier Hospital, 178 Rue des Renouillers AP-HP, ","eng","Journal Article","J Nerv Ment Dis",NA,"The Journal of nervous and mental disease","gambling"
"A pilot placebo-controlled study of fluvoxamine for pathological gambling.","12046642",2002,"Mar","A pilot placebo-controlled study of fluvoxamine for pathological gambling.",NA,"The objective of this study was to evaluate the efficacy of fluvoxamine in the ","Blanco, Carlos; Petkova, Eva; Ibanez, Angela; Saiz-Ruiz, Jeronimo","Department of Psychiatry, Columbia University, New York, New York, USA. ","eng","Clinical Trial; Comparative Study; Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't","Ann Clin Psychiatry",NA,"Annals of clinical psychiatry : official journal of the American Academy of ","gambling"
"Rapid onset of pathological gambling in machine gamblers.","12050846",2002,"Spring","Rapid onset of pathological gambling in machine gamblers.",NA,"A particularly rapid onset of pathological gambling (PG-onset) through the use of ","Breen, Robert B; Zimmerman, Mark","Brown University School of Medicine, Providence, RI, USA. Rbreen@Lifespan.org","eng","Journal Article","J Gambl Stud",NA,"Journal of gambling studies","gambling"
"Pathological gambling and comorbid substance use.","12060192",2002,"Jun","Pathological gambling and comorbid substance use.",NA,"OBJECTIVE: The objective of this study was to determine the rates of substance ","Maccallum, Fiona; Blaszczynski, Alex","Psychological Medicine Program, Liverpool Hospital, Sydney, Australia.","eng","Journal Article; Research Support, Non-U.S. Gov't","Aust N Z J Psychiatry",NA,"The Australian and New Zealand journal of psychiatry","gambling"
"Problem and pathological gambling.","12071109",2002,"May","Problem and pathological gambling.",NA,NA,"Blansfield, Henry N",NA,"eng","Journal Article","Conn Med",NA,"Connecticut medicine","gambling"
"A double-blind placebo-controlled study of the efficacy and safety of paroxetine in the treatment of pathological gambling.","12088161",2002,"Jun","A double-blind placebo-controlled study of the efficacy and safety of paroxetine ",NA,"BACKGROUND: This randomized, double-blind, placebo-controlled study investigated ","Kim, Suck Won; Grant, Jon E; Adson, David E; Shin, Young Chul; Zaninelli, Rocco","Department of Psychiatry, University of Minnesota, Minneapolis, USA. ","eng","Clinical Trial; Comparative Study; Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't","J Clin Psychiatry",NA,"The Journal of clinical psychiatry","gambling"
"A profile of gaming machine players in clubs in Sydney, Australia.","12096448",2002,"Summer","A profile of gaming machine players in clubs in Sydney, Australia.",NA,"New South Wales, Australia, is one of the major markets in the world for machine ","Hing, Nerilee; Breen, Helen","School of Tourism and Hospitality Management, Southern Cross University, P.O. Box ","eng","Comparative Study; Journal Article; Research Support, Non-U.S. Gov't","J Gambl Stud",NA,"Journal of gambling studies","gambling"
"The effect of compliance-improving interventions on the cognitive-behavioural treatment of pathological gambling.","12096449",2002,"Summer","The effect of compliance-improving interventions on the cognitive-behavioural ",NA,"This exploratory study investigated the effect of interventions designed to ","Milton, Simon; Crino, Rocco; Hunt, Caroline; Prosser, Emma","University of Sydney. simonmilton66@hotmail.com","eng","Clinical Trial; Comparative Study; Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't","J Gambl Stud",NA,"Journal of gambling studies","gambling"
"Pathological gambling in treatment-seeking substance abusers.","12118632",2002,"May-Jun","Pathological gambling in treatment-seeking substance abusers.",NA,"Accumulating evidence suggests that treatment-seeking substance abusers have high ","Toneatto, Tony; Brennan, Judy","Center for Addiction and Mental Health, Toronto, Ontario, Canada. ","eng","Journal Article","Addict Behav",NA,"Addictive behaviors","gambling"
"Treatment of compulsive sexual behaviour with naltrexone and serotonin reuptake inhibitors: two case studies.","12131605",2002,"Jul","Treatment of compulsive sexual behaviour with naltrexone and serotonin reuptake ",NA,"Although there is no universally accepted definition of compulsive sexual ","Raymond, N C; Grant, J E; Kim, S W; Coleman, E","Department of Psychiatry, University of Minnesota Medical School, Minneapolis, MN ","eng","Case Reports; Journal Article","Int Clin Psychopharmacol",NA,"International clinical psychopharmacology","gambling"
"Suicidal ideation and suicide attempts in treatment-seeking pathological gamblers.","12142848",2002,"Jul","Suicidal ideation and suicide attempts in treatment-seeking pathological ",NA,"This study assessed rates and correlates of suicidal ideation and suicide ","Petry, Nancy M; Kiluk, Brian D","Department of Psychiatry, University of Connecticut Health Center, 263 Farmington ","eng","Comparative Study; Journal Article; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, P.H.S.","J Nerv Ment Dis",NA,"The Journal of nervous and mental disease","gambling"
"Parental bonding in pathological gambling disorder.","12143085",2002,"Fall","Parental bonding in pathological gambling disorder.",NA,"The purpose of this study was to examine the role of perceived parenting behavior ","Grant, Jon E; Kim, Suck Won","Department of Psychiatry, University of Minnesota School of Medicine, 2450 ","eng","Journal Article; Research Support, Non-U.S. Gov't","Psychiatr Q",NA,"The Psychiatric quarterly","gambling"
"Lithium and valproate treatment of pathological gambling: a randomized single-blind study.","12143910",2002,"Jul","Lithium and valproate treatment of pathological gambling: a randomized ",NA,"OBJECTIVE: The aim of the present study was to evaluate the efficacy and safety ","Pallanti, Stefano; Quercioli, Leonardo; Sood, Erica; Hollander, Eric","Mount Sinai School of Medicine, New York, NY, USA. s.pallanti@agora.it","eng","Clinical Trial; Comparative Study; Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't","J Clin Psychiatry",NA,"The Journal of clinical psychiatry","gambling"
"Pathological gambling. Current status and new treatments.","12152529",2002,"Jul","Pathological gambling. Current status and new treatments.",NA,"In this paper we describe the current status of problem gambling in Minnesota and ","Kim, Suck Won; Grant, Jon E; Grosz, Rebecca L","Department of Psychiatry, University of Minnesota Medical School, USA.","eng","Journal Article","Minn Med",NA,"Minnesota medicine","gambling"
"The natural history of gambling and drinking problems among casino employees.","12153120",2002,"Aug","The natural history of gambling and drinking problems among casino employees.",NA,"From an eligible population of 9,943 casino employees, 6,067 volunteered to ","Shaffer, Howard J; Hall, Matthew N","Division on Addictions, Harvard Medical School, Boston, MA 02115, USA. ","eng","Journal Article; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, P.H.S.","J Soc Psychol",NA,"The Journal of social psychology","gambling"
"Pathological gambling and substance misuse.","12180568",2002,"Jun-Aug","Pathological gambling and substance misuse.",NA,"This paper first discusses the ways in which pathological gambling (a disorder of ","Spunt, Barry","Department of Sociology, John Jay College of Criminal Justice/CUNY, New York, NY ","eng","Journal Article","Subst Use Misuse",NA,"Substance use & misuse","gambling"
"Relationship between problem gambling and substance use in a methadone maintenance population.","12188587",2002,"Jul-Aug","Relationship between problem gambling and substance use in a methadone ",NA,"Few studies have examined the relationship between pathological gambling and ","Ledgerwood, David M; Downey, Karen K","Department of Psychology, University of Windsor, Ontario, Canada. ","eng","Journal Article; Research Support, U.S. Gov't, P.H.S.","Addict Behav",NA,"Addictive behaviors","gambling"
