"Title","Author_Info","Journal_Year_Info"
"Childhood maltreatment and disordered gambling in adulthood: disentangling causal and familial influences.","Dash GF, et al.","Psychol Med. 2022."
"Public Awareness and Practice of Responsible Gambling in Macao.","Tong KK, et al.","J Gambl Stud. 2018."
"Psychosocial risk factors in disordered gambling: A descriptive systematic overview of vulnerable populations.","Sharman S, et al.","Addict Behav. 2019."
"Gray-matter relationships to diagnostic and transdiagnostic features of drug and behavioral addictions.","Yip SW, et al.","Addict Biol. 2018."
"Is Sensation Seeking a correlate of excessive behaviors and behavioral addictions? A detailed examination of patients with Gambling Disorder and Internet Addiction.","Müller KW, et al.","Psychiatry Res. 2016."
"White matter tract integrity in treatment-resistant gambling disorder.","Chamberlain SR, et al.","Br J Psychiatry. 2016."
"A Randomized Clinical Trial Exploring Gambling Attitudes, Barriers to Treatment, and Efficacy of a Brief Motivational Intervention Among Ex-Offenders with Disordered Gambling.","Rosen LA, et al.","J Forensic Sci. 2020."
"Heterogeneity in Disordered Gambling: Decision-Making and Impulsivity in Gamblers Grouped by Preferred Form.","Sharman S, et al.","Front Psychiatry. 2019."
"A family study of pathological gambling.","Black DW, et al.","Psychiatry Res. 2006."
"The Temporal Relationship Between Faulty Gambling Cognitions and Gambling Severity in Young Adults.","Nicholson R, et al.","J Gambl Stud. 2016."
"Neural substrates of cue reactivity and craving in gambling disorder.","Limbrick-Oldfield EH, et al.","Transl Psychiatry. 2017."
"Reward-Related Decision-Making in Current and Past Disordered Gambling: Implications for Impulsive Choice and Risk Preference in the Maintenance of Gambling Disorder.","Schluter MG, et al.","Front Behav Neurosci. 2021."
"Do Gamers Play for Money? A Moderated Mediation of Gaming Motives, Relative Deprivation, and Upward Mobility.","King A, et al.","Int J Environ Res Public Health. 2022."
"Measuring Responsible Gambling amongst Players: Development of the Positive Play Scale.","Wood RT, et al.","Front Psychol. 2017."
"Gender- and age-stratified analyses of gambling disorder in Finland between 2011 and 2020 based on administrative registers.","Salonen AH, et al.","Nordisk Alkohol Nark. 2022."
"What makes people with gambling disorder undergo treatment? Patient and professional perspectives.","Wieczorek Ł, et al.","Nordisk Alkohol Nark. 2018."
"Contributions of Nicholas Martin to Gambling Disorder Research.","Slutske WS, et al.","Twin Res Hum Genet. 2020."
"Gambling and the onset of comorbid mental disorders: a longitudinal study evaluating severity and specific symptoms.","Parhami I, et al.","J Psychiatr Pract. 2014."
"Design and Measurement Properties of the Online Gambling Disorder Questionnaire (OGD-Q) in Spanish Adolescents.","González-Cabrera J, et al.","J Clin Med. 2020."
"Gambling Disorder in an Italian Population: Risk of Suicide Attempts and Associated Demographic-Clinical Factors using Electronic Health Records.","Pavarin RM, et al.","J Gambl Stud. 2022."
"Evaluating the Impact of Naltrexone on the Rat Gambling Task to Test Its Predictive Validity for Gambling Disorder.","Di Ciano P, et al.","PLoS One. 2016."
"Alterations in the Emotional Regulation Process in Gambling Addiction: The Role of Anger and Alexithymia.","Maniaci G, et al.","J Gambl Stud. 2017."
"Codependence with hypersexual and gambling disorder.","Crozier MK, et al.","J Behav Addict. 2013."
"The gambling disorder: family styles and cognitive dimensions.","Paolini D, et al.","Eur Rev Med Pharmacol Sci. 2018."
"Examining neural reactivity to gambling cues in the age of online betting.","Brevers D, et al.","Curr Behav Neurosci Rep. 2019."
"Intranasal as needed naloxone in the treatment of gambling disorder: A randomised controlled trial.","Alho H, et al.","Addict Behav. 2022."
"Genetic and environmental influences on disordered gambling in men and women.","Slutske WS, et al.","Arch Gen Psychiatry. 2010."
"Do Gender Norms Matter? General Strain Theory and a Gendered Analysis of Gambling Disorder among Chinese Married Couples.","Man PK, et al.","J Gambl Stud. 2022."
"Fortune or foe: the fatal harm caused by a gambling disorder.","Tse S, et al.","Addiction. 2014."
"Striatal presynaptic dopaminergic dysfunction in gambling disorder: A 123 I-FP-CIT SPECT study.","Pettorruso M, et al.","Addict Biol. 2019."
"The study of differences by region and type of gambling on the degree of gambling addiction in Japan.","Hayano S, et al.","Sci Rep. 2021."
"Recovery Capital and Symptom Improvement in Gambling Disorder: Correlations with Spirituality and Stressful Life Events in Younger but Not Older Adults.","Gavriel-Fried B, et al.","J Gambl Stud. 2020."
"Internet Gaming Disorder: Investigating the Clinical Relevance of a New Phenomenon.","Przybylski AK, et al.","Am J Psychiatry. 2017."
"Text Comprehension Analyses to Improve Assessment Accuracy: Demonstration Using Gambling Disorder Screening.","Peter SC, et al.","J Gambl Stud. 2022."
"Gambling disorder: estimated prevalence rates and risk factors in Macao.","Wu AM, et al.","Psychol Addict Behav. 2014."
"Personality dimensions in pathological gambling disorder and obsessive-compulsive disorder.","Kim SW, et al.","Psychiatry Res. 2001."
"Local area disadvantage and gambling involvement and disorder: Evidence for gene-environment correlation and interaction.","Slutske WS, et al.","J Abnorm Psychol. 2015."
"Essential fatty acids and Barratt impulsivity in gambling disorder.","Sanchez-Paez P, et al.","BMC Psychiatry. 2020."
"Drug-induced gambling disorder: A not so rare but underreported condition.","Lanteri PF, et al.","Psychiatry Res. 2018."
"Gambling addiction in the UK: don't blame GPs.","Blythe J.","BMJ. 2023."
"Langer's illusion of control and the cognitive model of disordered gambling.","Clark L, et al.","Addiction. 2022."
"Predicting disordered gambling across adolescence and young adulthood from polygenic contributions to Big 5 personality traits in a UK birth cohort.","Spychala KM, et al.","Addiction. 2022."
"An Examination of Comorbid Psychiatric Disorders in Disordered Gamblers Versus Other Substance-Related Disorders.","Nicholson R, et al.","J Gambl Stud. 2019."
"Ziprasidone in the treatment of bipolar disorder with comorbid obsessive-compulsive disorder and gambling disorder.","Gan Z, et al.","Bipolar Disord. 2020."
"Qualitative Descriptive Study of Illegal Behaviors among Those with Gambling Disorder in South Korea: Their Efforts for Recovery and Role of Mental Health Care Providers.","Kim S, et al.","Issues Ment Health Nurs. 2022."
"Brief overview of the WHO Collaborative Project on the Development of New International Screening and Diagnostic Instruments for Gaming Disorder and Gambling Disorder.","Carragher N, et al.","Addiction. 2022."
"Commentary on: Are we overpathologizing everyday life? A tenable blueprint for behavioral addiction research. On the slippery slopes: The case of gambling addiction.","Clark L.","J Behav Addict. 2015."
"[Gambling and money games disorder].","Moisan D, et al.","Rev Prat. 2017."
"Call to action for gambling disorder in the United States.","Weinstock J.","Addiction. 2018."
"Psychosocial correlates in treatment seeking gamblers: Differences in early age onset gamblers vs later age onset gamblers.","Sharman S, et al.","Addict Behav. 2019."
"An open naltrexone treatment study in pathological gambling disorder.","Kim SW, et al.","Int Clin Psychopharmacol. 2001."
"Gambling advertising during live televised male sporting events in Ireland: A descriptive study.","Columb D, et al.","Ir J Psychol Med. 2020."
"Gambling Disorder: Exploring Pre-treatment and In-treatment Dropout Predictors. A UK Study.","Ronzitti S, et al.","J Gambl Stud. 2017."
"Natural recovery and treatment-seeking in pathological gambling: results of two U.S. national surveys.","Slutske WS.","Am J Psychiatry. 2006."
"A closer look at the evidence for sex differences in the genetic and environmental influences on gambling in the national longitudinal study of adolescent health: from disordered to ordered gambling.","Slutske WS, et al.","Addiction. 2014."
"Gambling behaviour in adolescents with learning disorders.","Parker JD, et al.","J Gambl Stud. 2013."
"Integrative couple treatment for pathological gamblers with an emphasis on forgiveness processes: A case study with three couples.","Côté M, et al.","J Marital Fam Ther. 2022."
"Early intervention and identification of gambling disorder: a systematic literature review of strategies implemented by gambling operators.","Škařupová K, et al.","Cent Eur J Public Health. 2020."
"The prevalence of pathological gambling among college students: a meta-analytic synthesis, 2005-2013.","Nowak DE, et al.","J Gambl Stud. 2014."
"To chase or not to chase: A study on the role of mentalization and alcohol consumption in chasing behavior.","Nigro G, et al.","J Behav Addict. 2019."
"Reactive and proactive control mechanisms of response inhibition in gambling disorder.","Sharif-Razi M, et al.","Psychiatry Res. 2019."
"Differences in Emotion Regulation Considering Gender, Age, and Gambling Preferences in a Sample of Gambling Disorder Patients.","Sancho M, et al.","Front Psychiatry. 2019."
"Assessing the Relationship between Disordered Gamblers with Psychosis and Increased Gambling Severity: The Mediating Role of Impulsivity.","Kim HS, et al.","Can J Psychiatry. 2018."
"[Implications of Gambling disorder in DSM-5 in Sweden].","Nyberg F.","Lakartidningen. 2018."
"People with gambling disorder and risky alcohol habits benefit more from motivational interviewing than from cognitive behavioral group therapy.","Josephson H, et al.","PeerJ. 2016."
"A systematic review evaluating screening instruments for gambling disorder finds lack of adequate evidence.","Otto JL, et al.","J Clin Epidemiol. 2020."
"Subtypes of Pathological Gambling with Concurrent Illegal Behaviors.","Granero R, et al.","J Gambl Stud. 2015."
"Gambling problems and health functioning in individuals receiving disability.","Morasco BJ, et al.","Disabil Rehabil. 2006."
"Types of gambling and levels of harm: A UK study to assess severity of presentation in a treatment-seeking population.","Ronzitti S, et al.","J Behav Addict. 2016."
"Gambling behavior of student-athletes and a student cohort: what are the odds?","Weinstock J, et al.","J Gambl Stud. 2007."
"Different aspects of impulsivity in chronic alcohol use disorder with and without comorbid problem gambling.","Kovács I, et al.","PLoS One. 2020."
"Gambling addiction.","Sherer S.","Lippincotts Prim Care Pract. 2000."
"Demographic, psychiatric, and personality correlates of adults seeking treatment for disordered gambling with a comorbid binge/purge type eating disorder.","Kim HS, et al.","Eur Eat Disord Rev. 2018."
"Predictors of early dropout in treatment for gambling disorder: The role of personality disorders and clinical syndromes.","Maniaci G, et al.","Psychiatry Res. 2017."
"An experimental investigation of the role of delay discounting and craving in gambling chasing behavior.","Ciccarelli M, et al.","Addict Behav. 2019."
"Diverse predictors of treatment response to active medication and placebo in gambling disorder.","Huneke NTM, et al.","J Psychiatr Res. 2021."
"The possible role of the insula in the epilepsy and the gambling disorder of Fyodor Dostoyevsky.","Tényi D, et al.","J Behav Addict. 2016."
"Contribution of sex on the underlying mechanism of the gambling disorder severity.","Jiménez-Murcia S, et al.","Sci Rep. 2020."
"'You never told me I would turn into a gambler': a first person account of dopamine agonist--induced gambling addiction in a patient with restless legs syndrome.","Jones HB, et al.","BMJ Case Rep. 2011."
"Primary and Secondary Diagnoses of Gambling Disorder and Psychiatric Comorbidity in the Swedish Health Care System-A Nationwide Register Study.","Håkansson A, et al.","Front Psychiatry. 2018."
"Behavioural addiction and substance addiction should be defined by their similarities not their dissimilarities.","Griffiths MD.","Addiction. 2017."
"[Pathological gambling and addiction to cannabis: common psychosocial profile?].","Parolaa N, et al.","Soins Psychiatr. 2014."
"Correcting the record on NCRG-funded research.","Cottler LB, et al.","Addiction. 2016."
"[Online-gambling - new hazard potential?].","Yazdi K, et al.","Psychiatr Danub. 2014."
"Disordered gambling and psychosis: Prevalence and clinical correlates.","Cassetta BD, et al.","Schizophr Res. 2018."
"Conceptualizing gambling disorder with the process model of emotion regulation.","Rogier G, et al.","J Behav Addict. 2018."
"Coping with a loved one's substance use disorder or gambling disorder: what strategies really help?","Petra MM.","J Loss Trauma. 2020."
"Augmenting an online self-directed intervention for gambling disorder with a single motivational interview: study protocol for a randomized controlled trial.","Brazeau BW, et al.","Trials. 2021."
"A single-blind study of 'as-needed' ecopipam for gambling disorder.","Grant JE, et al.","Ann Clin Psychiatry. 2014."
